tempavg
17,1125
17,1125
17,075
17,0625
17,1
17,0875
17,075
17,0625
17,1125
17,075
17,1
17,075
17,1
17,0875
17,1125
17,1125
17,0875
17,075
17,075
17,1
17,1125
17,1125
17,1125
17,0625
17,0625
17,1125
17,0625
17,075
17,075
17,075
17,075
17,1
17,1
17,0625
17,1
17,1125
17,075
17,1125
17,1125
17,1
17,0875
17,0625
17,1125
17,0875
17,1
17,0875
17,075
17,1
17,0875
17,075
17,075
17,0625
17,1
17,0875
17,075
17,1
17,0625
17,1125
17,1125
17,0625
17,0625
17,0625
17,0625
17,1
17,1125
17,1
17,1125
17,075
17,1
17,1
17,0625
17,075
17,0625
17,0625
17,075
17,0875
17,1
17,1
17,0625
17,1
17,1125
17,075
17,0625
17,1
17,0625
17,0875
17,1125
17,1
17,0875
17,0625
17,075
17,0875
17,075
17,0875
17,0625
17,0875
17,1125
17,1
17,075
17,0625
17,0875
17,0875
17,1125
17,1
17,0875
17,0625
17,075
17,075
17,075
17,075
17,0625
17,0875
17,0875
17,075
17,0875
17,1
17,1
17,1125
17,0625
17,1125
17,0875
17,0875
17,1
17,0625
17,0625
17,1
17,0625
17,0625
17,0625
17,0875
17,0875
17,0875
17,075
17,0625
17,1
17,075
17,075
17,0875
17,0875
17,075
17,075
17,075
17,075
17,0875
17,0625
17,075
17,075
17,075
17,075
17,1
17,0875
17,075
17,1
17,075
17,0875
17,0875
17,075
17,0875
17,1125
17,0875
17,075
17,075
17,0875
17,075
17,1
17,0875
17,0875
17,0875
17,0875
17,1
17,075
17,0625
17,1
17,0625
17,1125
17,1
17,0625
17,0625
17,0625
17,0875
17,0875
17,1
17,0875
17,0875
17,075
17,0625
17,0625
17,0625
17,1
17,1
17,1
17,1
17,1125
17,1
17,0625
17,1
17,1
17,0625
17,0625
17,1
17,0625
17,0875
17,0625
17,075
17,0625
17,075
17,0875
17,075
17,0875
17,1125
17,1
17,0625
17,1125
17,0625
17,1125
17,0625
17,1125
17,1125
17,1125
17,0875
17,1
17,0625
17,1125
17,1125
17,1125
17,075
17,0875
17,075
17,0875
17,0875
17,075
17,0875
17,1
17,0875
17,1
17,0625
17,075
17,0625
17,0625
17,0875
17,0875
17,0875
17,0625
17,1
17,1
17,1
17,1
17,1
17,1
17,0625
17,0625
17,1125
17,1
17,0625
17,1125
17,0625
17,1125
17,0875
17,075
17,0625
17,0875
17,075
17,1125
17,1
17,1
17,1125
17,0625
17,0875
17,1125
17,075
17,1
17,075
17,0875
17,075
17,1
17,075
17,0875
17,075
17,0875
17,0625
17,0625
17,1125
17,075
17,0875
17,075
17,075
17,0625
17,1125
17,1
17,0625
17,075
17,0875
17,0875
17,0875
17,0625
17,0875
17,1125
17,0625
17,075
17,0875
17,1125
17,0625
17,0875
17,0875
17,0625
17,0875
17,075
17,075
17,1
17,0625
17,0625
17,0625
17,0875
17,1
17,0875
17,075
17,0875
17,0625
17,0875
17,1125
17,075
17,0625
17,0625
17,1125
17,0875
17,0875
17,075
17,1
17,1
17,0875
17,0875
17,075
17,1125
17,1
17,0875
17,0625
17,1125
17,0875
17,0875
17,0625
17,0875
17,1
17,0875
17,0625
17,075
17,0625
17,0875
17,0625
17,075
17,0875
17,075
17,075
17,0625
17,0625
17,0625
17,1125
17,0875
17,075
17,0625
17,0625
17,0625
17,1125
17,0625
17,1125
17,075
17,1
17,0875
17,075
17,1
17,0875
17,1
17,075
17,075
17,0875
17,0625
17,1
17,0625
17,0625
17,1
17,1
17,1
17,1
17,1
17,0875
17,0625
17,0625
17,1
17,1
17,0875
17,0875
17,1
17,0875
17,0875
17,1
17,1
17,1
17,0875
17,0875
17,0875
17,075
17,0875
17,075
17,0875
17,0875
17,0875
17,1
17,0875
17,0875
17,075
17,1
17,075
17,0875
17,0875
17,075
17,1
17,0875
17,0875
17,0875
17,075
17,0875
17,0875
17,0875
17,0875
17,075
17,0875
17,075
17,0875
17,1
17,075
17,1
17,1
17,1
17,0875
17,0625
17,0875
17,0875
17,075
17,0875
17,1
17,0875
17,0875
17,075
17,0875
17,1
17,075
17,075
17,1
17,1
17,0875
17,1
17,0875
17,1
17,1
17,075
17,075
17,075
17,1
17,0875
17,0875
17,075
17,075
17,1
17,1
17,075
17,1
17,075
17,1
17,0875
17,1
17,075
17,075
17,1
17,075
17,1
17,075
17,075
17,1
17,075
17,1
17,0875
17,0875
17,0625
17,0875
17,075
17,0625
17,075
17,0875
17,075
17,1125
17,1125
17,075
17,0625
17,0875
17,0875
17,0625
17,075
17,0875
17,0625
17,075
17,0625
17,075
17,0875
17,1125
17,0625
17,075
17,075
17,0625
17,1125
17,0625
17,1125
17,0875
17,0625
17,075
17,075
17,1
17,0625
17,1
17,075
17,075
17,1125
17,0625
17,0625
17,1
17,1125
17,1125
17,0625
17,0625
17,1
17,1
17,1125
17,1125
17,0875
17,1125
17,1125
17,1125
17,0625
17,1
17,0625
17,1125
17,1125
17,1
17,0625
17,1
17,0625
17,1125
17,1
17,1125
17,1
17,0625
17,1125
17,0625
17,1
17,1125
17,1125
17,1125
17,1125
17,1
17,1
17,1125
17,1125
17,0625
17,1125
17,1125
17,0625
17,1125
17,0625
17,1
17,1
17,0625
17,0625
17,1125
17,0625
17,1125
17,0625
17,1
17,0625
17,0625
17,0875
17,0875
17,1
17,0875
17,1
17,1125
17,1125
17,075
17,1
17,0625
17,0625
17,075
17,0625
17,0875
17,0875
17,0875
17,0875
17,075
17,075
17,0625
17,075
17,0875
17,0875
17,075
17,075
17,075
17,0625
17,075
17,0875
17,0625
17,0875
17,075
17,0625
17,0625
17,075
17,0625
17,0625
17,075
17,0625
17,0625
17,075
17,0625
17,1125
17,1125
17,075
17,1
17,075
17,0875
17,0625
17,075
17,0625
17,075
17,0875
17,0875
17,0625
17,0625
17,0875
17,075
17,0875
17,0875
17,0875
17,075
17,0875
17,0625
17,075
17,1
17,075
17,1
17,0625
17,0625
17,075
17,1
17,1
17,0875
17,1
17,0875
17,1125
17,1125
17,1
17,1125
17,0875
17,0625
17,1
17,1125
17,0625
17,0875
17,075
17,1125
17,0625
17,0625
17,075
17,1125
17,075
17,1
17,0875
17,0875
17,0625
17,0875
17,0625
17,0875
17,1
17,0875
17,0625
17,0875
17,0625
17,075
17,0875
17,1
17,075
17,075
17,1
17,075
17,075
17,075
17,0875
17,0625
17,0625
17,0875
17,075
17,0875
17,1
17,0875
17,1125
17,1125
17,0625
17,1
17,0875
17,1125
17,075
17,0875
17,0875
17,0625
17,1125
17,0625
17,0875
17,0625
17,075
17,0875
17,1
17,0875
17,075
17,075
17,075
17,075
17,1
17,0875
17,1
17,075
17,0875
17,0875
17,0875
17,1
17,0625
17,075
17,0625
17,0625
17,1125
17,1125
17,1125
17,1125
17,0875
17,0625
17,0625
17,075
17,0875
17,0625
17,1
17,0875
17,075
17,0875
17,0875
17,1
17,1
17,0875
17,075
17,0875
17,1125
17,0625
17,0625
17,0875
17,075
17,0625
17,0625
17,0875
17,0875
17,1125
17,1125
17,075
17,0875
17,075
17,1
17,1125
17,075
17,075
17,1125
17,1
17,1
17,1125
17,0875
17,0875
17,075
17,0625
17,1125
17,1
17,075
17,1
17,1125
17,0625
17,0875
17,1125
17,075
17,1
17,1
17,0875
17,0625
17,0875
17,1125
17,0875
17,1125
17,0625
17,0875
17,0625
17,0875
17,0625
17,1
17,075
17,1125
17,1125
17,0875
17,1125
17,0625
17,0625
17,075
17,1125
17,1125
17,1
17,0625
17,075
17,1125
17,0625
17,075
17,075
17,075
17,0625
17,0625
17,075
17,075
17,0875
17,0625
17,075
17,075
17,075
17,0625
17,075
17,0625
17,0875
17,0875
17,075
17,1125
17,0875
17,0625
17,075
17,0625
17,0625
17,075
17,0875
17,1125
17,075
17,075
17,0875
17,075
17,0625
17,0625
17,1
17,0625
17,075
17,0625
17,1125
17,1125
17,1125
17,0625
17,0875
17,0875
17,075
17,075
17,0875
17,0875
17,075
17,075
17,0875
17,0875
17,0875
17,075
17,0875
17,1
17,075
17,075
17,1
17,1125
17,075
17,1
17,1125
17,0625
17,0625
17,075
17,1125
17,075
17,0875
17,075
17,075
17,1125
17,1
17,075
17,1
17,075
17,1125
17,0875
17,0625
17,1
17,1125
17,0875
17,1125
17,1
17,1
17,075
17,075
17,1
17,1125
17,1
17,075
17,1
17,0875
17,1
17,1
17,1
17,1
17,0875
17,1125
17,1125
17,1
17,0875
17,1
17,0625
17,0875
17,0625
17,1
17,1
17,1
17,1
17,1
17,0625
17,1
17,075
17,1125
17,1
17,1
17,1
17,1
17,0875
17,0875
17,1125
17,1
17,1125
17,1125
17,0625
17,1125
17,1
17,1125
17,0875
17,1125
17,1125
17,1125
17,0625
17,075
17,0875
17,0875
17,1
17,075
17,1
17,075
17,0875
17,1
17,075
17,0625
17,0625
17,1
17,1
17,1
17,075
17,075
17,1125
17,1125
17,1125
17,0625
17,075
17,0625
17,0875
17,1125
17,0625
17,0875
17,0875
17,1
17,1125
17,0875
17,0625
17,1
17,0875
17,0875
17,0875
17,0625
17,0625
17,0875
17,1125
17,0625
17,1
17,1
17,1125
17,1
17,1
17,0875
17,0625
17,0625
17,1
17,1125
17,1
17,0625
17,1125
17,1
17,1
17,1
17,1125
17,075
17,075
17,1125
17,1
17,1125
17,1125
17,0875
17,1125
17,1125
17,0625
17,0875
17,1125
17,0625
17,0625
17,0625
17,1125
17,0625
17,0875
17,0625
17,0875
17,0625
17,0625
17,1
17,075
17,075
17,0625
17,075
17,0625
17,0625
17,1
17,1125
17,0875
17,0875
17,075
17,075
17,075
17,1125
17,075
17,0625
17,1125
17,0875
17,075
17,0625
17,0875
17,075
17,0875
17,0625
17,0875
17,0625
17,0625
17,075
17,0625
17,0625
17,0625
17,075
17,0625
17,075
17,1
17,0625
17,0625
17,0625
17,075
17,0625
17,075
17,075
17,1125
17,0625
17,0625
17,075
17,075
17,075
17,0875
17,1125
17,0625
17,0625
17,0625
17,0875
17,075
17,075
17,075
17,0875
17,075
17,0625
17,0625
17,0875
17,1125
17,0625
17,0875
17,0625
17,0875
17,075
17,0625
17,0875
17,1125
17,0625
17,0875
17,0625
17,1
17,0625
17,0625
17,0625
17,075
17,0875
17,0625
17,0625
17,0625
17,0875
17,0625
17,1125
17,0875
17,0875
17,075
17,075
17,075
17,0625
17,0625
17,0625
17,0875
17,075
17,1
17,1
17,0625
17,0625
17,0625
17,0625
17,0875
17,075
17,1
17,075
17,0625
17,0625
17,0625
17,0875
17,0625
17,075
17,1
17,075
17,0625
17,0625
17,0625
17,0625
17,0875
17,0625
17,0875
17,075
17,0625
17,075
17,075
17,1125
17,0875
17,0625
17,075
17,075
17,0625
17,0875
17,0625
17,1
17,075
17,0625
17,0625
17,0625
17,0875
17,1125
17,0625
17,075
17,1125
17,0875
17,0625
17,1
17,075
17,1125
17,075
17,075
17,075
17,075
17,1
17,075
17,0875
17,1
17,075
17,1125
17,0625
17,075
17,075
17,0625
17,0625
17,1125
17,1
17,0625
17,0625
17,1
17,0625
17,0875
17,0875
17,075
17,0875
17,0625
17,075
17,1125
17,0625
17,1125
17,0625
17,0625
17,1
17,075
17,075
17,0625
17,0875
17,1125
17,1125
17,0625
17,0625
17,1
17,1
17,1125
17,0625
17,0625
17,0625
17,1
17,1125
17,1125
17,075
17,0625
17,1125
17,1125
17,1125
17,1125
17,0625
17,1125
17,075
17,1125
17,1
17,1125
17,1125
17,0625
17,1
17,1125
17,0625
17,1125
17,1
17,1125
17,1
17,0875
17,1125
17,1
17,1125
17,0875
17,0625
17,0875
17,1
17,1125
17,0625
17,1125
17,1125
17,1
17,1125
17,1
17,0875
17,1
17,1
17,0875
17,1
17,0875
17,0875
17,1125
17,1125
17,0875
17,0875
17,1
17,1125
17,075
17,1125
17,0625
17,075
17,075
17,1125
17,0875
17,1
17,1
17,0875
17,0875
17,1125
17,1
17,0875
17,0875
17,1125
17,0875
17,1
17,1125
17,0875
17,1125
17,1
17,1125
17,0875
17,075
17,1125
17,1
17,1
17,0625
17,0875
17,0875
17,1125
17,1125
17,1
17,0875
17,0625
17,0625
17,0625
17,0625
17,0625
17,1125
17,1125
17,0625
17,0625
17,0625
17,075
17,1125
17,0625
17,0875
17,075
17,0625
17,0625
17,1
17,1
17,0875
17,1125
17,1125
17,0875
17,075
17,075
17,1
17,1
17,1125
17,0625
17,0875
17,1
17,1
17,1
17,1
17,1125
17,075
17,1125
17,0875
17,1125
17,1
17,0625
17,0625
17,0625
17,0875
17,1125
17,1125
17,1
17,075
17,0875
17,1
17,0875
17,1125
17,0625
17,0625
17,0625
17,0875
17,1125
17,0625
17,0875
17,1125
17,0875
17,0625
17,0625
17,0625
17,1125
17,0875
17,0875
17,0875
17,1
17,0875
17,1
17,1
17,1125
17,0875
17,1125
17,1125
17,1
17,0625
17,0875
17,1125
17,1
17,0625
17,1125
17,0875
17,0875
17,0875
17,1
17,1125
17,1
17,1125
17,1125
17,1
17,0875
17,1
17,1125
17,1
17,1
17,1
17,0625
17,0625
17,1
17,1125
17,1125
17,0625
17,1
17,0875
17,075
17,075
17,0875
17,1125
17,0875
17,1125
17,075
17,0875
17,0625
17,075
17,075
17,0875
17,0875
17,0875
17,0875
17,0875
17,0875
17,1125
17,0875
17,1125
17,1
17,0875
17,1125
17,1125
17,1125
17,0625
17,0625
17,1
17,0625
17,0875
17,1
17,1
17,1
17,1125
17,1125
17,1125
17,1
17,1125
17,0625
17,0875
17,1
17,0625
17,0625
17,0625
17,1125
17,0625
17,1
17,0625
17,1125
17,1125
17,1125
17,1125
17,0875
17,0625
17,1
17,0625
17,0625
17,1125
17,1125
17,1
17,0625
17,1125
17,1125
17,1125
17,1
17,1
17,1
17,1
17,1
17,1
17,1125
17,1
17,0875
17,0875
17,0875
17,0875
17,1
17,0625
17,0875
17,075
17,0625
17,075
17,0625
17,0875
17,0875
17,1
17,0625
17,0875
17,1
17,0625
17,0875
17,1125
17,0875
17,1
17,0625
17,1
17,1
17,1125
17,1125
17,1
17,1125
17,0625
17,0875
17,0625
17,1125
17,1
17,1125
17,0625
17,0625
17,1125
17,1
17,0625
17,075
17,075
17,0625
17,1125
17,1
17,075
17,0875
17,0625
17,075
17,0625
17,1125
17,1
17,0875
17,0625
17,0875
17,0625
17,1
17,0875
17,075
17,0875
17,075
17,0625
17,075
17,0625
17,1125
17,0875
17,1
17,1
17,0875
17,0875
17,0625
17,0875
17,1
17,075
17,0875
17,0875
17,0625
17,075
17,1
17,075
17,0875
17,1
17,1
17,1125
17,1
17,1125
17,1
17,1125
17,0625
17,075
17,075
17,0875
17,1
17,1125
17,075
17,0875
17,0875
17,0875
17,0875
17,1125
17,1
17,075
17,075
17,075
17,0875
17,0875
17,1
17,0875
17,0875
17,0625
17,1
17,0875
17,1
17,1125
17,075
17,0625
17,0625
17,075
17,075
17,075
17,1
17,075
17,1125
17,1125
17,1
17,1125
17,0625
17,075
17,0875
17,0625
17,0625
17,1125
17,1
17,075
17,1
17,0875
17,0875
17,075
17,0875
17,1125
17,0875
17,0875
17,1
17,0625
17,0625
17,0625
17,0875
17,0625
17,075
17,075
17,0625
17,075
17,0625
17,0875
17,0875
17,1125
17,1
17,1
17,0625
17,0625
17,0625
17,075
17,0625
17,075
17,0625
17,075
17,0875
17,0875
17,1125
17,1125
17,1
17,1125
17,075
17,1
17,0625
17,1
17,075
17,1125
17,1
17,1
17,1125
17,1125
17,1
17,1125
17,1125
17,0625
17,0875
17,0875
17,1
17,0625
17,0625
17,0625
17,1
17,1125
17,0625
17,0875
17,1125
17,1125
17,1125
17,0625
17,0625
17,1125
17,0625
17,0625
17,0625
17,1
17,075
17,075
17,1
17,075
17,075
17,1
17,0625
17,075
17,1125
17,1
17,0625
17,1
17,0625
17,0875
17,1125
17,0625
17,0625
17,0875
17,0625
17,0625
17,0875
17,0625
17,0625
17,0625
17,075
17,1
17,0625
17,0625
17,1
17,0625
17,0625
17,1
17,1125
17,1
17,1
17,1125
17,1125
17,1125
17,075
17,1125
17,0625
17,0875
17,0625
17,075
17,0625
17,075
17,075
17,0625
17,0875
17,075
17,0875
17,0875
17,0625
17,0625
17,0625
17,0875
17,0625
17,0875
17,075
17,0875
17,075
17,0875
17,075
17,1
17,0625
17,0625
17,075
17,075
17,1
17,0875
17,1
17,075
17,0875
17,075
17,1
17,075
17,0875
17,1
17,075
17,075
17,0875
17,075
17,0875
17,0625
17,075
17,075
17,0625
17,075
17,0875
17,0625
17,0875
17,0875
17,0875
17,0875
17,0625
17,075
17,075
17,0625
17,0625
17,075
17,0625
17,0625
17,1125
17,0625
17,1125
17,1
17,0875
17,1
17,075
17,0875
17,1125
17,0875
17,0625
17,0875
17,0875
17,1
17,0625
17,1
17,0625
17,1
17,0625
17,1
17,1
17,1125
17,1125
17,1
17,1
17,1125
17,0625
17,075
17,075
17,1
17,075
17,0625
17,0625
17,0875
17,1
17,0625
17,0875
17,1125
17,0875
17,0625
17,1
17,1
17,1
17,1
17,1
17,1125
17,1125
17,0625
17,1125
17,075
17,0875
17,0625
17,0625
17,1
17,1
17,1
17,1
17,075
17,075
17,1
17,075
17,075
17,0625
17,0875
17,1
17,0625
17,1125
17,0625
17,0625
17,0875
17,1125
17,0625
17,075
17,075
17,1
17,075
17,1125
17,1125
17,1125
17,0625
17,0875
17,1125
17,1125
17,0875
17,1125
17,1125
17,075
17,1
17,0625
17,0625
17,0625
17,0625
17,0625
17,1
17,075
17,0875
17,0625
17,0625
17,0625
17,0625
17,1
17,0625
17,0625
17,1
17,075
17,1125
17,1
17,0625
17,1
17,0875
17,0875
17,0625
17,0625
17,1
17,1
17,1125
17,1125
17,1
17,1125
17,075
17,0875
17,1125
17,1
17,1125
17,1
17,0625
17,1
17,0625
17,1125
17,1
17,0875
17,1125
17,1
17,0875
17,1125
17,1
17,0625
17,0875
17,1125
17,1
17,0625
17,1
17,0625
17,0625
17,1125
17,1
17,1
17,0625
17,1125
17,075
17,075
17,1125
17,075
17,1125
17,1125
17,0625
17,1125
17,075
17,0625
17,1125
17,0625
17,1125
17,0875
17,0875
17,0875
17,0625
17,075
17,0625
17,1125
17,1125
17,075
17,1
17,075
17,1125
17,0625
17,1125
17,1
17,075
17,1
17,1125
17,1
17,0625
17,0875
17,1125
17,0875
17,0875
17,0625
17,1
17,1
17,0625
17,0625
17,1125
17,1
17,0625
17,1125
17,1
17,0625
17,1125
17,1125
17,1125
17,1125
17,1
17,1125
17,1
17,0625
17,0625
17,0625
17,0875
17,075
17,1
17,1125
17,0875
17,1125
17,1
17,0625
17,1
17,1125
17,1
17,0625
17,0875
17,0625
17,0875
17,0625
17,1
17,0625
17,1
17,1125
17,1
17,1125
17,1
17,1125
17,075
17,0875
17,0875
17,0875
17,0625
17,0875
17,1125
17,1
17,0625
17,0875
17,075
17,075
17,0625
17,0625
17,0625
17,0625
17,1125
17,0875
17,0875
17,1125
17,0875
17,1
17,1125
17,1125
17,1
17,1
17,1125
17,1
17,0875
17,1
17,1
17,0875
17,1125
17,1
17,1
17,1125
17,1
17,1125
17,1
17,1
17,0875
17,1125
17,1
17,1125
17,1
17,075
17,1125
17,1
17,0625
17,1
17,0875
17,1
17,1
17,0875
17,1125
17,1125
17,0875
17,1
17,1125
17,075
17,1
17,0875
17,1125
17,1
17,0875
17,1
17,0875
17,075
17,0875
17,0875
17,0625
17,1125
17,1
17,0875
17,075
17,1
17,1
17,0875
17,1125
17,1125
17,1125
17,1
17,0625
17,1
17,1
17,1125
17,0875
17,075
17,0625
17,0625
17,1
17,0875
17,0625
17,1125
17,0625
17,075
17,075
17,1125
17,0625
17,1
17,0875
17,075
17,1
17,075
17,1125
17,1
17,1
17,1125
17,1
17,075
17,0875
17,1
17,1125
17,075
17,1
17,1
17,075
17,1
17,0625
17,1125
17,1
17,0875
17,0875
17,075
17,0875
17,1
17,0875
17,0875
17,1
17,0875
17,1
17,1125
17,075
17,075
17,1125
17,075
17,075
17,0875
17,075
17,075
17,075
17,0625
17,1125
17,1
17,0625
17,0875
17,0625
17,1125
17,1125
17,1125
17,1125
17,0875
17,1
17,075
17,1125
17,0625
17,0875
17,075
17,0625
17,0625
17,0625
17,0625
17,0625
17,075
17,1125
17,0625
17,1125
17,075
17,1125
17,0625
17,075
17,1
17,0625
17,1
17,075
17,0625
17,1125
17,0625
17,1
17,0625
17,0625
17,075
17,075
17,1125
17,075
17,0875
17,1125
17,1125
17,0875
17,0625
17,0875
17,075
17,075
17,1125
17,075
17,0625
17,1125
17,0625
17,1125
17,1125
17,0625
17,1125
17,0625
17,1
17,0625
17,075
17,1125
17,0625
17,0875
17,1125
17,1125
17,1125
17,075
17,075
17,1
17,1125
17,0625
17,0625
17,075
17,075
17,1
17,0625
17,075
17,0625
17,1
17,1
17,1125
17,1
17,0625
17,0625
17,0875
17,0875
17,0625
17,075
17,1125
17,075
17,075
17,075
17,0625
17,1
17,0625
17,075
17,1125
17,0625
17,0625
17,0875
17,075
17,075
17,1
17,075
17,1125
17,0625
17,075
17,1125
17,1
17,0875
17,0625
17,0625
17,1125
17,075
17,0625
17,0625
17,0625
17,0625
17,1
17,0875
17,075
17,0625
17,0625
17,0625
17,1125
17,075
17,0625
17,0625
17,0625
17,0625
17,075
17,1125
17,075
17,0625
17,075
17,1125
17,0625
17,1125
17,0625
17,075
17,0625
17,1125
17,0625
17,1125
17,075
17,0875
17,1125
17,0625
17,1125
17,0625
17,075
17,0625
17,0625
17,0625
17,0625
17,0625
17,0625
17,075
17,1125
17,1
17,0875
17,0625
17,0625
17,0625
17,0625
17,1125
17,0625
17,0625
17,1
17,0875
17,1125
17,075
17,0625
17,075
17,075
17,0625
17,1125
17,1125
17,075
17,0875
17,0875
17,0625
17,0875
17,0625
17,0875
17,0875
17,0625
17,0625
17,1125
17,1
17,075
17,075
17,075
17,075
17,0875
17,1
17,1
17,075
17,1
17,0625
17,0875
17,075
17,1
17,1125
17,1125
17,0625
17,075
17,0625
17,0875
17,1125
17,1125
17,1125
17,075
17,1
17,0875
17,0875
17,075
17,0875
17,0625
17,0875
17,0625
17,0625
17,0875
17,1
17,1
17,075
17,075
17,075
17,1
17,075
17,0875
17,0625
17,0625
17,0625
17,0625
17,0875
17,0875
17,0625
17,1125
17,0625
17,1
17,1
17,0625
17,0625
17,0875
17,0625
17,075
17,0625
17,0875
17,1
17,1125
17,075
17,1125
17,0625
17,0625
17,0875
17,1
17,0875
17,1
17,0875
17,0875
17,1125
17,1125
17,1125
17,0625
17,075
17,0625
17,1
17,1125
17,075
17,075
17,0875
17,1125
17,1
17,1
17,0875
17,0625
17,1
17,1125
17,0625
17,0875
17,0625
17,1
17,0625
17,0625
17,1
17,075
17,1
17,1125
17,075
17,075
17,0875
17,1125
17,1
17,0875
17,1125
17,1125
17,0625
17,1
17,1
17,1125
17,1
17,1
17,1125
17,1
17,0875
17,075
17,0875
17,0625
17,1
17,1125
17,0875
17,0875
17,1
17,1125
17,0625
17,0875
17,1
17,1
17,1125
17,1125
17,1
17,0875
17,0875
17,0875
17,0875
17,0625
17,1
17,1
17,0625
17,075
17,0875
17,0875
17,075
17,1
17,0875
17,1125
17,1125
17,0875
17,0625
17,1
17,075
17,1
17,075
17,0875
17,0625
17,0625
17,1
17,1
17,1
17,0625
17,1
17,0875
17,1125
17,1
17,1125
17,1
17,1
17,1125
17,1125
17,1125
17,0625
17,1
17,0625
17,1
17,1
17,1
17,1
17,1125
17,1125
17,1
17,1125
17,1125
17,1125
17,1
17,1
17,0875
17,1125
17,1
17,1125
17,0625
17,1125
17,0625
17,1
17,1
17,1125
17,1
17,1125
17,1125
17,1
17,1125
17,1125
17,1125
17,0625
17,0625
17,1
17,1
17,1
17,1125
17,1125
17,1
17,0625
17,1
17,1125
17,1
17,0625
17,1
17,0625
17,0875
17,1
17,0875
17,075
17,1
17,075
17,0875
17,1
17,1
17,1
17,1
17,1
17,075
17,1
17,0875
17,0625
17,0875
17,0625
17,0625
17,075
17,0875
17,0625
17,0625
17,0875
17,0625
17,075
17,075
17,1125
17,0625
17,0625
17,0625
17,0625
17,0625
17,0625
17,1
17,075
17,0875
17,1125
17,1
17,0875
17,0625
17,0625
17,075
17,0625
17,075
17,075
17,0875
17,0625
17,075
17,1
17,1
17,1
17,075
17,0625
17,0625
17,1
17,0875
17,0875
17,0875
17,0875
17,0875
17,075
17,075
17,1125
17,0625
17,1
17,1
17,0875
17,1125
17,0875
17,0625
17,0875
17,1125
17,1125
17,0625
17,1125
17,1
17,0625
17,0625
17,1
17,0625
17,0625
17,1125
17,1125
17,1
17,075
17,075
17,075
17,1125
17,1125
17,0875
17,0875
17,075
17,075
17,0625
17,1125
17,1
17,075
17,0625
17,1125
17,1125
17,1125
17,0625
17,1125
17,1
17,1
17,0875
17,075
17,0875
17,1
17,0625
17,1
17,0625
17,1
17,1
17,075
17,1125
17,1
17,0875
17,0625
17,1125
17,1125
17,1
17,1125
17,075
17,0625
17,1
17,0875
17,0875
17,0625
17,0875
17,0875
17,1
17,1
17,0625
17,0875
17,075
17,1
17,1125
17,1
17,0625
17,1125
17,075
17,1125
17,0875
17,0625
17,1125
17,075
17,0875
17,1125
17,0875
17,0875
17,0625
17,1
17,1125
17,075
17,075
17,1125
17,0625
17,1125
17,1
17,075
17,0625
17,1
17,1125
17,0625
17,0875
17,1
17,0625
17,0625
17,0625
17,0625
17,075
17,075
17,0625
17,0625
17,1
17,0625
17,075
17,0875
17,1
17,0625
17,0625
17,1
17,0625
17,0625
17,0625
17,0625
17,1125
17,1125
17,075
17,0625
17,0875
17,075
17,0625
17,0625
17,075
17,075
17,0625
17,075
17,075
17,0625
17,1125
17,1
17,1
17,1
17,075
17,1125
17,0875
17,1
17,075
17,0625
17,0875
17,075
17,075
17,0625
17,075
17,075
17,0875
17,075
17,0875
17,0875
17,075
17,0625
17,0625
17,1
17,075
17,075
17,1
17,075
17,1
17,075
17,075
17,075
17,075
17,0875
17,1
17,075
17,0875
17,075
17,1
17,1
17,1125
17,1125
17,1
17,0625
17,0625
17,1
17,0625
17,1
17,1125
17,0625
17,1
17,1
17,0625
17,1
17,1125
17,0625
17,1125
17,1
17,1125
17,1
17,0625
17,1125
17,0625
17,1125
17,1125
17,1125
17,0625
17,1125
17,1
17,1125
17,0625
17,1
17,1
17,0625
17,0625
17,1125
17,1
17,1
17,1
17,0625
17,1125
17,1125
17,075
17,1125
17,0625
17,075
17,0625
17,075
17,0625
17,0875
17,0625
17,1
17,1
17,0625
17,0625
17,0625
17,0875
17,0625
17,0625
17,0875
17,0875
17,1
17,0875
17,1
17,0875
17,0875
17,0625
17,0625
17,1
17,1
17,1125
17,1125
17,1
17,1
17,1125
17,1
17,0625
17,1125
17,0875
17,0875
17,1
17,1
17,0875
17,0875
17,0875
17,1
17,1
17,1
17,075
17,0875
17,075
17,0625
17,1
17,075
17,1
17,0625
17,0625
17,0875
17,1
17,0875
17,1
17,1125
17,075
17,0875
17,075
17,0875
17,075
17,1125
17,1125
17,1125
17,0625
17,075
17,0625
17,0875
17,0625
17,0625
17,075
17,1125
17,0625
17,0625
17,0875
17,1
17,075
17,0875
17,1125
17,1125
17,0875
17,075
17,1
17,0625
17,0625
17,1125
17,1125
17,1
17,0875
17,1125
17,0875
17,1125
17,1125
17,1125
17,0625
17,1125
17,0625
17,1
17,0625
17,1
17,1125
17,1125
17,0625
17,1125
17,0875
17,0875
17,1
17,1125
17,1125
17,1125
17,0625
17,0875
17,1125
17,075
17,0625
17,075
17,0875
17,0875
17,0875
17,075
17,1125
17,0875
17,1
17,075
17,0875
17,075
17,0875
17,0625
17,0625
17,1
17,0625
17,0875
17,1125
17,1
17,1
17,0875
17,0875
17,0875
17,1125
17,1125
17,1
17,075
17,0625
17,0625
17,0625
17,0625
17,0625
17,0625
17,0875
17,1
17,075
17,1
17,1
17,0625
17,0625
17,0625
17,1125
